RBS-R, 0.998477942633, 0.00121852152721
BAX, 1.01227517346, -0.00976369039196
RLH-A, 1.0, 0.0
SEE, 0.995675262653, 0.00346687211094
GCV, 0.97706484995, 0.0185497470489
TNP-D, 0.996349805679, 0.00292519849561
UNT, 1.02781738875, -0.0219668807029
TRQ, 0.99685606033, 0.00251889168766
FVE, 1.0130737621, -0.010395010395
BPT, 1.02956217089, -0.0233259282767
PCI, 1.00184254308, -0.00147275405007
KNX, 1.00223369755, -0.0017850767583
FAM, 1.00113387928, -0.00090661831369
NEE-I, 0.992964391863, 0.00564726324935
STOR, 0.979024099727, 0.0169491525424
WK, 1.00989549472, -0.00787965616046
C-J, 0.993657741051, 0.00508905852417
RSPP, 1.0037882697, -0.00302521008403
BHK, 0.99508242855, 0.00394321766562
HIG, 0.992389401484, 0.00611045828437
HNR, 1.00746666411, -0.00595238095238
IVR, 0.997639684622, 0.00189035916824
SWN, 1.008255683, -0.00657894736842
WRB-B, 1.00620622619, -0.0049504950495
KIM-K, 1.0071377578, -0.00569105691057
TEP, 1.02487847811, -0.0196727697702
PCF, 1.0062216714, -0.00496277915633
MGM, 1.01821462909, -0.0144478844169
GIB, 0.983355710162, 0.0134211810639
SID, 1.01374964836, -0.0109289617486
OCR-B, 1.0, 0.0
LEA, 1.00212202413, -0.00169592130925
HUBS, 0.98846634038, 0.00927753651796
TOO-A, 1.0059435897, -0.00474158368895
BXC, 1.0120876602, -0.00961538461538
FOR, 1.00177453426, -0.00141843971631
EFM, 0.995084362388, 0.00394166338195
ETY, 1.0, 0.0
CPB, 0.998189579503, 0.00144957548147
USB-O, 1.00050970269, -0.000407664084794
TAI, 0.99875756658, 0.000994530084535
CUK, 0.987655290828, 0.00993377483444
TYL, 1.00327352374, -0.00261478120434
LADR, 0.99662518206, 0.0027041644132
PFK, 1.0, 0.0
GDV-A, 0.997058294983, 0.00235663786331
FGP, 1.0016169156, -0.00129254631624
EPE, 1.02418146829, -0.0191277735272
CLR, 1.0062301285, -0.00496950530834
NMI, 1.00450595831, -0.00359712230216
MHO, 1.00300786633, -0.00240288346015
EQC-D, 1.00515654161, -0.00411522633745
NRT, 0.9865667867, 0.0108153078203
SYX, 0.99694817004, 0.00244498777506
CHMT, 1.01278983057, -0.0101706036745
NRK, 1.0, 0.0
PDI, 1.00641209796, -0.00511421752472
DKT, 0.999559019125, 0.000352858151023
EOD, 0.994775497043, 0.00418994413408
TNET, 0.982638218838, 0.0140045420136
HPP, 0.997007659204, 0.00239726027397
GCO, 1.00916074651, -0.00729709605361
KT, 1.00578050905, -0.00461183704842
RICE, 0.985395750395, 0.0117647058824
CAT, 1.0004240532, -0.000339174674958
WTI, 1.01331042223, -0.010582010582
NTC, 0.997023268344, 0.00238473767886
STZ, 0.992178577751, 0.00628035504941
TAP, 0.991725691618, 0.00664543818358
RLI, 1.01607415314, -0.0127627627628
OFG-D, 0.996640600854, 0.00269179004038
ETB, 1.00078943541, -0.000631313131313
HSP, 0.998307777409, 0.00135486056227
MLP, 1.00221078421, -0.0017667844523
AXS, 0.998189954012, 0.00144927536232
PGN, 0.961052054117, 0.031746031746
TAHO, 0.976640950159, 0.0188964474679
HR, 0.986740408939, 0.0106746370623
TWX, 0.991340191907, 0.00695632341202
DX-B, 1.00777633342, -0.00619834710744
KND, 0.967377895118, 0.026508226691
WGO, 1.01803533065, -0.0143068574248
SD, 1.071768197, -0.0555555555556
JCI, 1.0024061123, -0.0019227071717
CTX, 0.999041477273, 0.000767165324127
NLY-D, 0.998967872008, 0.000826104915324
WES, 0.99940728051, 0.000474308300395
CNA, 1.00221975773, -0.00177394830208
TEG, 0.993951109068, 0.00485298315729
ACM, 1.00851822348, -0.00678733031674
SPF, 1.00563289946, -0.00449438202247
WU, 0.997669389872, 0.00186654223052
HELI, 1.11590167235, -0.088
VAL, 0.98996717625, 0.00806451612903
LII, 0.996492356008, 0.00281077160214
C-K, 0.998129695011, 0.00149756645451
NNA, 1.05719968608, -0.0445682451253
PGI, 1.0, 0.0
EXP, 1.00506000103, -0.00403836446239
BGX, 0.993657741051, 0.00508905852417
AKO.B, 1.00445321352, -0.00355510411376
RS, 1.0087883885, -0.00700171152948
DHF, 1.0, 0.0
ACW, 1.00617556474, -0.00492610837438
ENS, 1.0117485062, -0.0093470790378
DSM, 1.00480626589, -0.00383631713555
WNR, 1.01505403967, -0.0119584837545
LDR, 0.992649953675, 0.00590053385783
KYN-F, 1.0, 0.0
TSU, 0.979778155134, 0.016333938294
HRS, 0.991714934434, 0.00665411173886
LF, 1.05955947008, -0.046357615894
DDF, 0.993836007453, 0.00494559841741
CBL-E, 0.989739730999, 0.0082482325216
GNW, 1.00777310963, -0.00619578686493
RY, 1.00654808433, -0.0052223453078
CLX, 0.997776678211, 0.00178052666104
ECL, 0.992138178061, 0.00631291588466
GTN, 0.983316667272, 0.0134529147982
NJR, 0.993877413033, 0.00491228070175
NRF-A, 1.00845607966, -0.00673801030519
XKE, 1.00533252446, -0.00425531914894
GS-A, 1.00313118155, -0.00250125062531
NSP, 0.973660717157, 0.0213379469435
MMC, 0.998944069569, 0.000845165652468
EJ, 0.992840399414, 0.00574712643678
MYC, 1.00162991711, -0.00130293159609
ANFI, 0.992146378735, 0.00630630630631
AIV, 0.982095306212, 0.0144462279294
ASR, 0.99764067462, 0.00188956539996
COO, 0.99633858507, 0.00293420607155
MCS, 1.0, 0.0
PPO, 0.999584108284, 0.000332778702163
NPK, 1.01331928638, -0.0105890138981
WCC, 0.995054654529, 0.00396554081772
